Seller Address,Buyer Address,Volume of Trades (USD)
0x6e82d57018bc95ef6d8b82bdc42449f77941dc32,0x3bfe8b28de68aba3723b801f5d0f0d10a701293c,57833081.83
0xf58df835c8e8b59ef52ccf7385b09079d7897b77,0xf319fcb2fbad698057d275da35b444dff2240fed,56027634.97
0xf319fcb2fbad698057d275da35b444dff2240fed,0xf58df835c8e8b59ef52ccf7385b09079d7897b77,54549472.34
0x845291611c8688e5a9ad2850536dd0f6980b6125,0x26fd02908adc0df38d33c9d36f02ae5fe847362a,53838072.94
0xecb793b01a1dadecb452fcca855b2f96822a9126,0x98499134fd237e9a443a5b59e9ae9129f3c9f8b8,53684998.19
0x98499134fd237e9a443a5b59e9ae9129f3c9f8b8,0xecb793b01a1dadecb452fcca855b2f96822a9126,53400539.01
0x26fd02908adc0df38d33c9d36f02ae5fe847362a,0x845291611c8688e5a9ad2850536dd0f6980b6125,52959240.7
0x84abb6c94713d77970b7dcc3143412585ba6c4d9,0x6341ce65a3171bec75bf6eba33eeea4a9ba59737,52477010.2
0xcaee6d433f36031b87d6e3c06395131a823314f3,0xc32575be004af0843d995d6139bbeb9f8085d970,50842831.72
0x59c3ac80afb5b722ce73e7cba6a4ce2f758d45d5,0xc083e35b18f601a2bab537f63a59f4f40107715b,49893948.08
0x6341ce65a3171bec75bf6eba33eeea4a9ba59737,0x84abb6c94713d77970b7dcc3143412585ba6c4d9,49826178.29
0xc32575be004af0843d995d6139bbeb9f8085d970,0x2edadfb25586b1e4d6623c7021e76a2fa595cdec,49476414.83
0xc083e35b18f601a2bab537f63a59f4f40107715b,0x59c3ac80afb5b722ce73e7cba6a4ce2f758d45d5,49417461.88
0x2edadfb25586b1e4d6623c7021e76a2fa595cdec,0xc32575be004af0843d995d6139bbeb9f8085d970,48091908.51
0xc32575be004af0843d995d6139bbeb9f8085d970,0x1407930f5ff83ff94532885557b334c74b3afc42,45569791.36
0x3e367629f220430de454fcac171e6549f25d9ac7,0x8ced5a18ead94cab710ad1d7f6d6d9f6fb1847fb,45516438.87
0xd8c6c3d184d434e6420a93848d42cbdbcda2c6f5,0xa99a76dddbb9678bc33f39919bc76d279c680c89,40437144.45
0x8ced5a18ead94cab710ad1d7f6d6d9f6fb1847fb,0x3e367629f220430de454fcac171e6549f25d9ac7,34999585.75
0x6ad244466777fb941917deab621e922b1feadd85,0x0820f4612c4f657354ee9b30008ed307a2bceea7,34889132.88
0xd84a7719fc50c2f5d4422e2c138d63b879ccc8a5,0xfee4700a35676fbdbaca75b7bd5cc7bb2abf9910,34616128.63
0x0820f4612c4f657354ee9b30008ed307a2bceea7,0x6ad244466777fb941917deab621e922b1feadd85,32828963.65
0xfee4700a35676fbdbaca75b7bd5cc7bb2abf9910,0xd84a7719fc50c2f5d4422e2c138d63b879ccc8a5,32247439.29
0x718a085f6d45a955395881bceff30ec97ffb1013,0xc387e9e08827a80afbc0d9872220dcb5858da4cc,30859663.14
0xc387e9e08827a80afbc0d9872220dcb5858da4cc,0x718a085f6d45a955395881bceff30ec97ffb1013,30523193.38
0xcb0d58cbb09fb8accefc2843f537c155203d58c4,0x91a3a407c4e8d07134641cffcf8a55e0059925c7,29994700.63
0x91a3a407c4e8d07134641cffcf8a55e0059925c7,0x8bdc315628f74a81c9cf61ca5df2e368a7b2e20d,29649009.11
0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4,0x26fd02908adc0df38d33c9d36f02ae5fe847362a,28194120.48
0x26fd02908adc0df38d33c9d36f02ae5fe847362a,0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4,27616964.76
0xc32575be004af0843d995d6139bbeb9f8085d970,0xcaee6d433f36031b87d6e3c06395131a823314f3,26523875.49
0x1964f9cffa39ce77611b44dddd21a22290a5283c,0xa9552226ba53c5dfce2ff3cfae86d83dce529444,24280296.19
0x41ebaeb7025784a336020ce969710e252c1fc3ee,0xa7106b4089e6f3f267d23abc02c9a862dcd7316e,24114424.83
0x48039cfabedc5e0d24482a6f71edcf3a75b1921f,0xb08856994dd338b0db1253dcab0e5f56e27f3985,23734500.58
0xa7106b4089e6f3f267d23abc02c9a862dcd7316e,0x41ebaeb7025784a336020ce969710e252c1fc3ee,23632110.85
0xa9552226ba53c5dfce2ff3cfae86d83dce529444,0x1964f9cffa39ce77611b44dddd21a22290a5283c,23531661.29
0x32fedea027b7eb6d42c47479de3962ccca56900d,0x1f055d883120bb393a8b0a913fbeb91667957201,22960915.63
0x2e7e33f20f130be54fec9da704329dec983d2227,0xcb70c73907ac286cf2d4ff39b3212d5d9e803ed4,22772588.41
0xcb70c73907ac286cf2d4ff39b3212d5d9e803ed4,0x2e7e33f20f130be54fec9da704329dec983d2227,22524783.89
0xb08856994dd338b0db1253dcab0e5f56e27f3985,0x48039cfabedc5e0d24482a6f71edcf3a75b1921f,22401818.58
0x1f055d883120bb393a8b0a913fbeb91667957201,0x32fedea027b7eb6d42c47479de3962ccca56900d,22051208.08
0xd44fea8b52e6078ab26249ea3cca8af01673172b,0x7b3892238e64fc1e5a744183e561e581ecd509da,21835730.21
0x7b3892238e64fc1e5a744183e561e581ecd509da,0xd44fea8b52e6078ab26249ea3cca8af01673172b,21707216.41
0x61f942b6eedd9b400aa9780637c84d2770af85b6,0xd21f9c44c0356026becc451572a2bc249b42d757,21289444.07
0x37dc76ecdeaaee3755a7b8a9a54579769ddf4c35,0xc8ec8df6f8b76bf2e2835a7fbb5e617f8a182420,20984628.69
0xd21f9c44c0356026becc451572a2bc249b42d757,0x61f942b6eedd9b400aa9780637c84d2770af85b6,20792882.16
0xc8ec8df6f8b76bf2e2835a7fbb5e617f8a182420,0x37dc76ecdeaaee3755a7b8a9a54579769ddf4c35,20562387.88
0xd69f1f0c7c40d119c3bfec0e89553ac8f40284f2,0xd603a49886c9b500f96c0d798aed10068d73bf7c,20381873.85
0x1407930f5ff83ff94532885557b334c74b3afc42,0xc32575be004af0843d995d6139bbeb9f8085d970,19447207.25
0xd603a49886c9b500f96c0d798aed10068d73bf7c,0xd69f1f0c7c40d119c3bfec0e89553ac8f40284f2,18740273.67
0x84cdda3986d8584a88ac1af647b10c63097952c4,0x65e78d3587edecb999a15fbbf04f3e5b0fbdc9f2,18216303.93
0x65e78d3587edecb999a15fbbf04f3e5b0fbdc9f2,0x84cdda3986d8584a88ac1af647b10c63097952c4,18096706.27
0x6d68c0f44e86587aa443ddb12ed9f10920195ada,0x6cb748f52c47c8f12d620e009c366330fb0dea08,17325390.31
0x1beaa793c4df62246ed4af13eaf00b31dbb55a22,0x85d105ca349bc896c580c711258b3a75de71f5cf,16528962.94
0xe76a7b0d62af49711fcd930a2ef27c06896e69bd,0x7158e09bbc9693811bee0cf0b8d956cdf38aad16,16234445.59
0x85d105ca349bc896c580c711258b3a75de71f5cf,0x1beaa793c4df62246ed4af13eaf00b31dbb55a22,16178917.81
0x59acb0015b7c5ec9c1b955109c4ab34e4d4356a8,0x6179e5e81c6833f2b55c7372d02d5d6dd2843cc4,16065169.75
0x6179e5e81c6833f2b55c7372d02d5d6dd2843cc4,0x59acb0015b7c5ec9c1b955109c4ab34e4d4356a8,15885263.57
0x6cb748f52c47c8f12d620e009c366330fb0dea08,0x6d68c0f44e86587aa443ddb12ed9f10920195ada,15841646.2
0x4ce73cc57943602df15fccf1ee291c5d67d38326,0xd3018da893037f3046c715299ce513556784e849,15688267.42
0xd3018da893037f3046c715299ce513556784e849,0x4ce73cc57943602df15fccf1ee291c5d67d38326,14776106.28
0x6f4fc13fc8205162d5003bb2bd2ef7a6ea1439c6,0x7d21d6f8e03746bef7fb64710c1569505f76dc18,14587643.58
0x1e3d2775df5305bfbb0785d8604b91f7ddfd9b0c,0x255579b0756d5f17bf6460c958ab5d0a11a34b83,14172463.38
0x255579b0756d5f17bf6460c958ab5d0a11a34b83,0x1e3d2775df5305bfbb0785d8604b91f7ddfd9b0c,14102825.91
0xfbed7e15eb82a0ec39f06e766c695dd0ccd34207,0x5cbc912ba172984fbb8aef4c28f31cc02d66ce19,14036268.13
0x0a26fbdfe91e0aa6bd54547dec23f1bfe31874d1,0x2b82027683c58cfb817bab52f3c4f10ff6fbbd92,14032880.56
0x614387bec1a22d428a496782c54d2fc51fc4711c,0x3448cc87a74529322337bd8ae71565171d9f728f,14029057.18
0x2b82027683c58cfb817bab52f3c4f10ff6fbbd92,0x0a26fbdfe91e0aa6bd54547dec23f1bfe31874d1,14017122.61
0x7158e09bbc9693811bee0cf0b8d956cdf38aad16,0xe76a7b0d62af49711fcd930a2ef27c06896e69bd,13595015.98
0x7d21d6f8e03746bef7fb64710c1569505f76dc18,0x6f4fc13fc8205162d5003bb2bd2ef7a6ea1439c6,13501189.5
0xb700823966b8b32152dd286e487483c9c4bdbe25,0xbdb17158810ed728376e9e53f260e64bbad46098,13500030.12
0x3448cc87a74529322337bd8ae71565171d9f728f,0x614387bec1a22d428a496782c54d2fc51fc4711c,13445460.12
0xbdb17158810ed728376e9e53f260e64bbad46098,0xb700823966b8b32152dd286e487483c9c4bdbe25,13123104.34
0x5cbc912ba172984fbb8aef4c28f31cc02d66ce19,0xfbed7e15eb82a0ec39f06e766c695dd0ccd34207,12819716.23
0x3872332f90d97158dc80b87ceeddb1d04c9cacf4,0xd7e630afcf128feb8b9071a8412914478c00c22a,11583197.64
0x4dcbb1fe5983ad5b44dc661273a4f11ca812f8b8,0xd7e630afcf128feb8b9071a8412914478c00c22a,11485367.92
0x4655b5df7cc14cbeb42ef2f5463ad63045517706,0xe4fb666f53f271f4af9253bc593f4cf807ec8f2e,11398054.18
0xd7e630afcf128feb8b9071a8412914478c00c22a,0x3872332f90d97158dc80b87ceeddb1d04c9cacf4,11351533.69
0xd7e630afcf128feb8b9071a8412914478c00c22a,0x4dcbb1fe5983ad5b44dc661273a4f11ca812f8b8,11210216.9
0xe4fb666f53f271f4af9253bc593f4cf807ec8f2e,0x4655b5df7cc14cbeb42ef2f5463ad63045517706,11169781.93
0x2345967c7b94397ccf4fd737d8f75cd46bda585d,0xcacfa917d5626de6e142fee84d3ac6e710917c66,10651547.53
0x36209cad56c31332d575bed3e989c988c2ad8eee,0x622ecd97194351253b1b2d2f02d4777ed7e2c298,10314982.6
0xcacfa917d5626de6e142fee84d3ac6e710917c66,0x2345967c7b94397ccf4fd737d8f75cd46bda585d,10015630.55
0xa2ab8f1ae6611b622b1272ce842bf8ad3e7b6311,0xe244fa646735a0e2c4365177a168856ac49ea7a9,10000540.36
0xe244fa646735a0e2c4365177a168856ac49ea7a9,0xa2ab8f1ae6611b622b1272ce842bf8ad3e7b6311,9972943.532
0xa11308ddbe29d6a90744fcec7198bf98c4d8b203,0x1bf1c8c2a4677eeb23ef22d26a59b4119c75c116,9716371.458
0x22ef06a21222fd7cfbaf4d2467ee084e4f7ce5b7,0x3bf2644f53ae8d064e031cf2e196386f69942f83,9673307.727
0x622ecd97194351253b1b2d2f02d4777ed7e2c298,0x36209cad56c31332d575bed3e989c988c2ad8eee,9556909.722
0x3bf2644f53ae8d064e031cf2e196386f69942f83,0x22ef06a21222fd7cfbaf4d2467ee084e4f7ce5b7,9352688.173
0x1bf1c8c2a4677eeb23ef22d26a59b4119c75c116,0xa11308ddbe29d6a90744fcec7198bf98c4d8b203,9245133.044
0x7bc43962fa198c89bb8f6d53e79d9c70090b8173,0xe5331fab4970d7ea3bf3823dfe40fc0564909398,8888703.465
0xa8d7d9548accb515ff98a5e38e2e5fbd00ef78f8,0x64b926f1edc1c332cce280b2c8f43e879b1ca7cc,8817402.018
0x204a6462987123d0ff13f662e59977f921b9b59e,0x39175cb35c297dd5a824a451afef571832179f53,8722426.111
0xe5331fab4970d7ea3bf3823dfe40fc0564909398,0x7bc43962fa198c89bb8f6d53e79d9c70090b8173,8709230.568
0xcbd6f0e9313007b3b888fb80d540820829197d12,0xfd5ac3a49c0ffe8011028a37e876af259caba160,8705429.105
0xadbab4f38ff9dcd71886f43b148bcad4a3081fb9,0x9f2b3192a1dc8e21d0de6b0b26caa23322916388,8680881.871
0x4b33887d2647dbe37d777934acbd252550eabe9a,0x86cdba7e3b63a9fb72c1022c5da1aaf64f00ea03,8589484.751
0x37929647c6bab7033f8d902a31a3afbae3767e69,0x72c3dfe90b733c236b0e8c200dc71eea123c3dca,8536748.605
0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4,0x845291611c8688e5a9ad2850536dd0f6980b6125,8495236.486
0x76686847a10a6d88f3bc890b4f7ab3dfad2e57d5,0x461a3dbe957486696ddf1147e9e0053da93571c2,8478060.561
0x845291611c8688e5a9ad2850536dd0f6980b6125,0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4,8414821.401
0x461a3dbe957486696ddf1147e9e0053da93571c2,0x76686847a10a6d88f3bc890b4f7ab3dfad2e57d5,8404447.631
0xfd5ac3a49c0ffe8011028a37e876af259caba160,0xcbd6f0e9313007b3b888fb80d540820829197d12,8352519.881
0xef5d775a282e44f2db520fe753c5541d7e32b57a,0x0d56bd2e07c531e92c6526962ad11fa954e63a50,8283147.531
0x64b926f1edc1c332cce280b2c8f43e879b1ca7cc,0xa8d7d9548accb515ff98a5e38e2e5fbd00ef78f8,8279162.315
0x9f2b3192a1dc8e21d0de6b0b26caa23322916388,0xadbab4f38ff9dcd71886f43b148bcad4a3081fb9,8250866.208
0x61bd518d28897ac109e520587edd3dcc58d21697,0xbfa6e91d9177a365bbf9e023e1bcaaae71be132c,8176009.973
0x63f6c58be0c97b5cb19c4c92bc73a66eceb738b3,0x2b4daa89077190512488d5feba0c02b05141932c,8131669.846
0x0d56bd2e07c531e92c6526962ad11fa954e63a50,0xef5d775a282e44f2db520fe753c5541d7e32b57a,8117483.252
0x86cdba7e3b63a9fb72c1022c5da1aaf64f00ea03,0x4b33887d2647dbe37d777934acbd252550eabe9a,8085650.148
0x72c3dfe90b733c236b0e8c200dc71eea123c3dca,0x37929647c6bab7033f8d902a31a3afbae3767e69,8056908.419
0xbfa6e91d9177a365bbf9e023e1bcaaae71be132c,0x61bd518d28897ac109e520587edd3dcc58d21697,8010513.551
0x39175cb35c297dd5a824a451afef571832179f53,0x204a6462987123d0ff13f662e59977f921b9b59e,8003630.277
0x2b4daa89077190512488d5feba0c02b05141932c,0x63f6c58be0c97b5cb19c4c92bc73a66eceb738b3,7972989.806
0xc02caad03884c2bb5821218a82a29cdd46ef683b,0xdf79b09da45ebb08ebc7834a9512e0bfa77056bb,7961200.561
0x469adaf766fb35f1a3c2569fe8c57a50f4b39131,0x9ac9dcfd23ca73f06634dc964a6c16f7e6daa986,7939424.824
0x7fbeaca8294771734b34911a108d1e36126863fc,0x2b43aec1a9af8e63e56f9b56e4ab37348bfad139,7838447.043
0x604a3ea98728ec51a37ad8b2a7541b1e3a43a805,0x816d235579ce478eb9274f8c2dea48621b54892d,7793933.165
0xdf79b09da45ebb08ebc7834a9512e0bfa77056bb,0xc02caad03884c2bb5821218a82a29cdd46ef683b,7728548.158
0x9ac9dcfd23ca73f06634dc964a6c16f7e6daa986,0x469adaf766fb35f1a3c2569fe8c57a50f4b39131,7726952.009
0x7ed1561543db61f29cd55b05aff0d362c1cf2580,0xe5c4290993f7ea6aa762c4fab0afa2d78bc34eeb,7719246.547
0xe5c4290993f7ea6aa762c4fab0afa2d78bc34eeb,0x7ed1561543db61f29cd55b05aff0d362c1cf2580,7719246.547
0x17b947a82ea0fc9ecd38907cf94cf8404c45c8b6,0xa33758400761915d31bf748e2b9b0c2a58f006a4,7714962.446
0xa33758400761915d31bf748e2b9b0c2a58f006a4,0x17b947a82ea0fc9ecd38907cf94cf8404c45c8b6,7714962.446
0xa854772db43b52d7b456c2b5a40bd41627b316c2,0x00000000005228b791a99a61f36a130d50600106,7687068.681
0x816d235579ce478eb9274f8c2dea48621b54892d,0x604a3ea98728ec51a37ad8b2a7541b1e3a43a805,7638053.753
0x2b43aec1a9af8e63e56f9b56e4ab37348bfad139,0x7fbeaca8294771734b34911a108d1e36126863fc,7612775.935
0x8c0b5a9d8d0e4808c3d70340df3bae8f156fb043,0x91a3a407c4e8d07134641cffcf8a55e0059925c7,7596352.347
0x82df255134a85cb688bca4b0029c8429187be01a,0x28f8ca3b0eddd849c93986df0fd194252c4e4b03,7540937.287
0x85f6d06d3d4caa52ae5464b3a814ec1d5c0df20b,0x98d6368e767412f0b0462ce3e9e47ce8f5e40070,7375791.167
0xd37eb0bcc95656d0d36b922e9515c2ab66fc00b5,0x857f876490b63bdc7605165e0df568ae54f72d8e,7361901.126
0xe3ab023c7f84207589d36872f0a25afc3c433d69,0x9785b76b20dd9b77852771c4bf16785ad8e5b242,7316427.087
0xd828d238d03d80cbe54aa1c56b047dc80ad284e1,0xe7be2f581decc12fbd1b2824bf541591cdaec7a3,7294463.657
0xdbdd6f56d75b259a59eefd7fb985d22671423d43,0x1ffc039a3db1ec4eedf66ab3fb9b467a3bc1fc9d,7235636.431
0xf35716a571f529770aa400e298d14106fc8af7d6,0x686da990d99b9c9cb778a6c390c33f899ec3f670,7224213.157
0x857f876490b63bdc7605165e0df568ae54f72d8e,0xd37eb0bcc95656d0d36b922e9515c2ab66fc00b5,7184747.261
0xe7be2f581decc12fbd1b2824bf541591cdaec7a3,0xd828d238d03d80cbe54aa1c56b047dc80ad284e1,7146725.563
0xb2335d5461bb8c3e85728bdb88427c7abaf93c61,0x9d711be55d2aac3ad14f7bace70304d3b4b565d0,7121471.566
0xb8ed6c7f1c6c29c57e512866b8e6fbc438858844,0x1237170368ccc4593511a885ae1af1aefc7a62a5,7101576.394
0x686da990d99b9c9cb778a6c390c33f899ec3f670,0xf35716a571f529770aa400e298d14106fc8af7d6,7077215.229
0x98d6368e767412f0b0462ce3e9e47ce8f5e40070,0x85f6d06d3d4caa52ae5464b3a814ec1d5c0df20b,7019975.397
0x9d711be55d2aac3ad14f7bace70304d3b4b565d0,0xb2335d5461bb8c3e85728bdb88427c7abaf93c61,6978034.197
0x9785b76b20dd9b77852771c4bf16785ad8e5b242,0xe3ab023c7f84207589d36872f0a25afc3c433d69,6975661.327
0xc6f99e0627f9a8b4d387bdd80f9daa432dd8bed9,0x8bdc315628f74a81c9cf61ca5df2e368a7b2e20d,6915737.428
0xe0793323990b1e956a45e11300074f2ce61d18b9,0x3726b14e9d8a09fb42c776f509535e23016cfc2b,6858420.487
0x9c3d5f1330f0b872230e8ea312db9275910c8a82,0xa9552226ba53c5dfce2ff3cfae86d83dce529444,6846218.695
0xc935aaa23734fce35843829d2a39c3920172a0d6,0x00000000005228b791a99a61f36a130d50600106,6727392.649
0x1ffc039a3db1ec4eedf66ab3fb9b467a3bc1fc9d,0xdbdd6f56d75b259a59eefd7fb985d22671423d43,6703652.336
0x8bdc315628f74a81c9cf61ca5df2e368a7b2e20d,0xc6f99e0627f9a8b4d387bdd80f9daa432dd8bed9,6702603.782
0x1237170368ccc4593511a885ae1af1aefc7a62a5,0xb8ed6c7f1c6c29c57e512866b8e6fbc438858844,6625955.143
0xa9552226ba53c5dfce2ff3cfae86d83dce529444,0x9c3d5f1330f0b872230e8ea312db9275910c8a82,6592799.902
0x7b0533a5da47816676be232c620981d0ee20e013,0x3af6713da6f79ad41a55514f3d4dad7ca226942d,6577984.232
0x5f042edb9cf6c71f8e2b3707cf264af12145ad49,0xbcff383d9e455139350ec54ccb0442e7d469bc6b,6575342.729
0xbcff383d9e455139350ec54ccb0442e7d469bc6b,0x5f042edb9cf6c71f8e2b3707cf264af12145ad49,6575342.729
0xb0b8307dbac05cdb649ec64605a80e8f09e5ef78,0xe8a2b8ee8b1fddcbff6d74fa03505f5748d8add7,6572420.355
0xe8a2b8ee8b1fddcbff6d74fa03505f5748d8add7,0xb0b8307dbac05cdb649ec64605a80e8f09e5ef78,6572420.355
