Contract Address,Arbitrage Profit (USD),Arbitrage Volume (USD)
0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4,4470.177994,19695.58211
0x6f086b3d387cecc0db1ff0a85c1d2e19dc753c93,4207.311774,45447.98876
0x2c428ad6685b6925567cb97df172d7ae8602376e,4047.512925,8179.29767
0xc278e549440d8818d36ad61f5110e073a85eb885,3923.31186,19028.41189
0x98902d0aaa0c12b033b7df601198a4714c482bde,3907.11926,8144.167538
0x00000000cce816c69bfb52ffa225cb1f3ee04c71,3858.525167,9985.059051
0x3a3a389eb26ee10855c507205121aa0757561cff,3727.728668,6089.247621
0xf87408d22c2b912333e0b83747e73f3783b7f2d0,3360.342728,25519.70861
0x00000000005a7685cf3d96882bb072f776093268,3239.120065,10780.29934
0xeadfdca772e672362aa218a2c8e82aea9c8b0d18,3212.545908,6356.514964
0xcba0e16cfb30cc17475266972927c684f8f3184d,3163.053279,19012.36862
0x00000005d0a5d78a761f0e035fe991d4c6d1b780,2930.059107,7067.912482
0x5996ccce4387541ba79ebbc97ba5654b1fd635d3,2702.545853,5913.003466
0x283ef9297109e22286728504e7ca2efa4bb09ce4,2662.368929,6078.717922
0x1a7066d1225526bfe2b919dbd1d730fd9aff82d1,2621.536686,4304.137873
0x75994b3c706d863305abeb08374439e772bc397c,2428.705064,4184.181408
0x847cfafe83dd224052fa0668fffd005dfdb03be0,2411.691111,4712.870665
0x27ded67d88c0da8c6b0fb0f7c78d87926d71119a,2403.063676,189842.0304
0xba56790011779c0b1c51cfc251a042180345ea6b,2381.450712,8297.911717
0x84f30bc20fbcbcd2f2346574dc5a077a4fe2159a,2155.365473,4822.713398
0x3045c54019bd34371974229af1a6cb1a45fb98b9,2116.659999,8945.51629
0xcd3f8a7df74ce8fd61900af9a2b424fc91ac862f,2077.44483,5582.040646
0x203e6bf2642dedc5a8ff0a6aa765f91b86bc7268,2011.717848,18384.56191
0xbbbbbbb5e4a27041c8d4e288a3c1410411f68c0a,1866.953747,21253.26605
0x1edbb7040b1be181f0bfbba1bdbcf8ccf3ca9c8d,1858.603144,8347.153687
0x0acf7804f3e877b56e020a912172e6f10cbcd751,1821.007653,8129.596629
0x13960f02df0a565252af632be8f37bb24ee8d16e,1641.650823,13508.72515
0xb1620722ce06d38926ea96ad3357a25d872f802b,1615.808268,7424.871382
0xfbfb48b13244d3d11ddb92cc8d657390a4896ca3,1465.961222,8612.11338
0x670aed14a87237d143cc2974efa3b493a504a451,1461.307816,42125.16236
0xe83915b3fc4a8520e538594a87d00e9f6ccbeae4,1404.116782,3685.570417
0x8765983e0284003c9565a8a52df7b66f08e292f3,1384.990814,3153.11601
0xc3d3769d378f29333dc79902d0f08883bd728cc4,1368.008322,1793.263432
0x555555d8f93e08d4eb2d3f412de78cf67207f388,1354.589494,4939.176584
0xe911519dc7f35996c6ad5c8a53e82b101af790d6,1347.014362,23482.35976
0x511982c7854376a3ded0340a2412444024858132,1302.003177,10153.40908
0x849be7c3ed5895f56acf955f88489aaa25a82d58,1277.293966,2144.604439
0xfd024fb8078f8192f51921510fd0459f7cc527cc,1239.112672,7198.98525
0x000000003900d3a50034f7e8e900edd699c8b4e1,1217.037971,5259.133986
0x3e8654862aafb045ba08496e6918cedaf9dab30c,1205.204797,9211.111912
0x2f002c83d985fe1de91376e6b2effb4e738f811d,1192.80624,2576.520715
0x21dec254be248af0293a3c4f5bdb06d77c7e9e07,1062.525303,2194.729024
0x4455bf5ff697bff448e85314fd20acafe3872e7e,1060.645521,3947.63039
0x908ad976d79b0b64c8f57979126d4fe70c34eb33,1055.129025,1416.73469
0x50a269ff3238db9c60ac2205cf5268e009753de8,1018.235456,6753.348432
0x1de04691ebe0f3f1cf0e9cdf7cd7924a8edd586a,1009.267044,2682.244964
0x56512fb152bbfaa6cf20649cc9ca551b6df5c5ad,1008.154032,1680.604665
0x0000000000e9c0809c14f4dc1e48f97abd9317f6,1005.443384,8139.087203
0x331d504ce5e9e64bef2accfc87dd55093962d14a,966.0209595,7701.594024
0xf4ce3f01788a6066d38145ca5995f68ed9128e61,917.2060206,72459.27563
0xe8d16b8353ff0272d5dc50c7a4f006cc7923ff52,917.0819545,1196.580049
0xa2d515a231a4123f022dbeb007c6a074428f7def,916.4874033,1151.810356
0x7a8b04d3c65f0198e812283498070763ee391759,914.9938157,7461.964333
0x000000005568be30e5a9615d78f2be9c7de3a4ff,891.1080744,3545.927247
0x369385632ee805dc35500f1d4dd978f4fe8061c5,890.0139215,4787.185175
0x923e380f9629519e8ddda3c547e6334104634400,885.5135153,5555.434782
0x98b98a59271b0a400e5485cc6f1063e9be127821,845.0809077,2081.697221
0x549d5b0495c107f62a0c87de311678c8cc905d59,834.4820391,1164.770382
0x7b7bbac3ebede27c39c31bb7a9fc805ce830cf15,824.5669856,2436.367039
0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,810.8427112,64056.57418
0xf45e25c2e1e0b10651f0fa94c3631d5c93b8865f,802.6172863,6104.310531
0x9a4f3562c6feb563dd188c7e7e733ea06b5ac90c,793.3450533,11891.5576
0x8788a7cfd63cf06d0d7716c6a66f54b58248c896,773.4058832,1160.358427
0xf84414b140fb4888602b4a872733ad4c7681b7df,759.0083965,3343.859966
0x817197814463c243da5c078348d63f9e597e9067,753.0969603,7776.313723
0x5c3be76d59d476193e0eb3aa19fcc2ac6a1efe08,704.1938063,2629.950614
0xd194fe47812c4d2e340a816092c5e5dd49b99745,681.923205,1812.108424
0xe3fa51bf43d6baaa717e0f8c9cfb17bb688a5b96,653.9588922,2148.722074
0x026bb4540605f3729e922dcf4d3d6a687b6f3c0c,650.0751918,9650.821706
0x000000080afb91eebb7cc93bd945c5d5d38b1546,645.889901,3453.548553
0x00000000028d6486e9f15e65deb763cef5310454,639.6634727,6127.862087
0x537038d516e7e71bff78a555799ce0daa01e79a1,611.1278085,48279.09687
0x4424ce069c49f6df398bb7489b066c3f029f09cb,608.6131592,2416.716237
0xcf8d3eb9be820927253183228fcbc23d55024244,590.3783095,624.4387954
0x1d8a7b4faad79fcf927616a0414b4048123c0f05,575.443786,45460.05909
0xf26421805e64ecb073e6ec6d66d8f561e072715d,565.4604608,3594.034641
0x2d924c0bc8033e7866b90ca2a76cbf4b5714b11b,543.5052173,42936.91217
0x117bbf1638e6c0a68dfb1d08c935a4cdcf3f11fe,539.4112502,1120.366229
0x52beaf46d98a6caa234d5d6fd3870fd8a7727b74,501.7297956,39636.65385
0xda1aa6f0f7ad41217fc6334ce13210f55acb0b86,498.7928393,3066.486898
0xb0f435ac937613fa4dfadb70712fbcc07087d53c,497.9136,714.7122818
0xb867bf22106dfdd82fd455ea4d4075cdb43148a7,487.7565568,862.0823037
0xd124ffdd1ab4c6735c05728287453396ee57a80a,480.7326494,617.3326166
0xa5c5e686f7f4ff921a4c9bc0a512c3183cbc863b,457.8190387,3938.526762
0x2e5012ad43efd8cc9c98af234c2c9871869f440f,441.3069761,4380.780752
0xb2b0ab4f4c079da12302b97e0f8d10dd71a988d0,440.4995179,1651.182742
0x829674ea0b771938ca1c9bf9b0a8bc509ba9c6b0,432.7710786,3360.9963
0xc927cb8e316f1c29b5e4d733134694603599f1dc,431.7692047,2799.073207
0x8485c32c40cb8a38b07bed6248763528f6351d97,408.0300382,15542.63122
0x5dd8a04518c9697a5b57c8117fb727de82c14219,402.4837039,3334.424252
0x00000000001efd977ddbc1cc42f656884ce0f4ac,377.8997413,807.1355969
0x797108b82f70c2d25af9b0811ded36b403c6676f,375.4616447,29661.46993
0xb282085e3641ea1fd68df68f749e926fe17d69ec,367.9918119,1086.009949
0x3fcf640096804136fed80a45dbe99e0bcfa41d37,358.7695544,2004.222763
0xacbf6636d9b773dd53a50c128ab2e1cfb9edebb7,352.9242574,1331.671287
0x3385cda032380b3ebcd031ba6c51bb9f09020ce6,346.8733746,380.8922904
0xbb41dd49254e8b9d631b835062392a460081734d,346.1952627,27349.42576
0x830e49c50d40ab3628b55ef69301ad889650ca5d,344.2710221,4800.16487
0x2868b9ee5a3c9d5bc0244d00331dbfdb63a4328d,343.8118294,686.0669032
0xf1e1c6eb505a309551cad63709bb7be85f1504f6,317.8796205,424.2838305
0xdbaaead84a42358094cd51fa9087e4716abf3a42,310.1331837,5759.488356
0x97428e85c973d3ad32aec4d6494bc93217741055,309.6407028,2167.484919
0x398c97930e45cb769597e2803f82eb1ad3921b9c,308.7653324,2011.879657
0xab0b0bc07395344d1723e5fd46f6cf8c91a875c8,308.6476618,534.2071262
0x80ff791b2972e9b8b4d644c27aa4f96aebcbb34a,301.8463194,414.6840318
0x6ffad20d4cd79e1274d2d3b39adc83ee7362901a,291.2059811,2616.575843
0x1fbe7279da134c53fa521f5ee65891948e775e17,288.2014295,22767.91293
0x972839857c39ab5faead03736a4f229123fd0681,280.7578813,353.3407197
0x1edd5985887eacbee69b8c3621f8ce57cb616be2,277.3411331,5902.318154
0x392c429f6bd9c42c69d860da82aaa493bca83b2f,277.1452567,2263.392089
0x000000c77522f93a108814a6c184a957fd621cbf,263.2413622,839.4935522
0xc30b7ec19955ee9cc0c2c248e5a6194a31328942,258.0964863,3782.189465
0x5df79b11ce002fa5833d4ef1b05415022e5c2ab2,257.146069,14144.02176
0x11ccbbfbc13eeba73b2c62fe92dee097f716897a,254.2758679,431.9801695
0x000000000017a8be7b016f3daf309c785660e12a,231.7573683,1530.879971
0x6379d35f32987535afcd34f079bd51adf53a1ad8,229.2892256,18113.84882
0x61b055c973cf22d229ccc86a3add9bd814f51dba,223.844925,373.074875
0xeb90141895a0ff1839e4846362ae780b9796644f,222.7718066,17598.97272
0x0000000000d3a4797dbc9f0410eb46cf4498e51d,222.4179366,8414.458811
0x86e954ef6b096c94faf0fafb6f810111639855e1,220.1501337,1984.348979
0x6296f69d4cc5da9db599ea7155a07dc8de3c4e3c,212.0177396,279.3794814
0x1be34d4d0fb017004949f398385e438bb659ce69,211.4076403,217.5693171
0x590f29ab94146fcc102690afd34abde2278ca5d9,210.9960549,16668.68833
0x65db9b0accfb59bd6e727777c0752d1def6875e7,206.6619661,267.2356088
0xee49990913c20d291b286faede5df5abf38c5ac9,203.9289961,281.4180706
0xa8ef0f90a4d18d065fb1593a69c2570b758e6e51,199.1378267,391.0802237
0xe5c1cf6e8691604b4fc8b509144d41772a6bc601,194.7026489,2783.306121
0x959bd7e220bd7e8ea0f54748592b9941b2ffeabb,190.3051703,279.4703549
0x0d343ec6aacf1f0fa8b604425f8afcc4bec8ad0f,189.8054355,14994.62941
0x917a5d065cbf59e0ba8cf0475c1fad7aa16c76b1,189.774547,699.6138549
0xc5b97cc7718bc82cee93143d26fcfce2b6db96fd,186.4866322,318.0249354
0x8a4db91ee3a073e88232cdfab168b27eb6c010ac,182.9231191,14450.92641
0x1f2808d42bace97154e66d4521f55be2b2ff1161,172.0031231,6984.905867
0x2fc9d4e27186a90a46b60d3c2f904478cad22ece,171.6839785,13563.0343
0xcc4d049ec74b00dd45f4887bcb542b1d3a82ae21,169.7293678,13408.62005
0x0000000dbce4d81ff7762b4d32aec0f4fb66bdde,169.5875235,726.5933734
0x115d55fe3f068e05f57d247389c5b93534d685ca,167.2855714,13215.56014
0x8ffe90a8260714d33c2eb45c166453edea5bf9ff,165.9717571,1434.466077
0x736ccba79a8e4988df79e6bdfcbe9772eca43505,163.1277652,1025.710961
0xb54611a9a7ee5d4ca6f2e464685a1acde6fe0d2e,159.4021662,304.0132773
0x00000000edf885c522ee0cedd9c9cb7641d140a1,156.2410179,834.7707591
0xbc32ec088b04bd15deeb0f8a2345cdc797e05aa1,147.21394,11629.90126
0xaf6376e68437ee82d1e0e47ae9c217f35681074c,146.7066357,11589.82422
0x954d65e5310607e12f93f6156de92cd37ffcae8e,146.3795133,11563.98155
0x1000c33931be2fdbebe34f2e7bc338fe1f2d3899,144.419212,11409.11775
0xf87911c548c93fc668ff76a2f6a51a75ac38cea8,144.340483,11402.89816
0x4b6f308738e02a72f599764204aeac368a02b69e,140.9513573,672.3021774
0x1bfc13630e21a7a4d96a07b55f990c5b784da6ab,140.5863739,378.4645905
0x8871a8e6510aad1b8813358e9f02afd4915ddcaf,139.2586379,11001.43239
0xa786f0c1d03344821f29c08d23bb687efce14578,137.5216009,10864.20647
0x2b1dfe2c71ee8a6b41c532c9c94cf71d8fc18b42,134.8197469,2669.709024
0x7285c0fd0a5bd1e599c779aa9da60b224ae24af3,134.2493535,10605.69893
0x964e785e3314b943f1990a9d6f864f828ee9b40a,131.9079854,10420.73084
0xe4000004000bd8006e00720000d27d1fa000d43e,129.911905,1566.856587
0xcb282fd593438b8872a5f131694fe6e2075dc257,129.2516057,1030.575647
0x674560537736b0de7544e799352fe4cdd8840a0c,128.9119616,1569.531306
0x2f01879ddc136f2afe2eaee7dad3dc029d8c0417,128.32604,10137.75716
0x8e166ebb2dc4686640bc70e47fdea1d2615cc443,128.0461833,10115.64848
0x0f5cece0e5acf39e569ffa7eac1a5588351e6266,127.7663119,1734.902604
0xabe6a4ee941725dbcccac1e02a97814837fcf5fd,125.2510945,9894.836462
0x72f49d5f088303cc2882d5efe43089aaa40adbb6,124.9678843,9872.462857
0x4664fad2ccf9ff19eb445172c732fece889ed354,122.3297582,9664.050895
0xf7a5aa94fdd3049d1fd78b69863282c4f4ff686b,116.4871655,9202.486074
0x6aeab8180ebd47a874daab78045a05f448167b29,116.1411564,9175.151354
0x1cc3195c46c2f6af665ae281ad861eab88ed8fb5,115.2323715,9103.357346
0xf8609d192f93abaeb9ab1acac50c5d61bd8b3154,113.3950467,8958.208693
0xb4b6854871f196390a4aecb27eb794f2b32ac971,111.3914477,8799.924364
0x4de743bd991ee2fb4ebf4b9cbc5b191e0215b03a,111.2484301,8788.625977
0x6f7ce10cf9335216f63f37f15d6734a1d417db92,110.8538824,11426.18085
0x55ab7ec373fd9f3c0cfe027f08ec68d8e5e014a8,110.7599486,8750.035939
0x58f73b8eb82a143a100bdbe2feba7b18cc259ed4,108.7081224,8587.941667
0x65967a7bf2ebfa8821cb6890d169826a3965104b,105.5774347,1220.265872
0x92a3aff7445e3f25f42540d16884e662c3da02cb,105.4097135,8327.367369
0x70321e9d53d5342c82f2563c686a2768880d8837,103.7261221,821.2851438
0xc66f2967b0d8dfcb543a3fe400aa906bd4ff341d,103.0325898,2698.694614
0x2619b859eac59b6d9f2e47436b0f57a07cfc7468,98.24279749,104.9129245
0x524a185179cd9790655bf6dca9e0a6b2338e68e7,94.43796022,7460.598857
0x12e8ff5afe18389f6d0a1bf1ad9f6d7033ae3a3c,92.56700728,7312.793575
0x5e3aeade3221a1e716ee21364559be83ee696eeb,91.11193278,7197.842689
0xd7a387211c55a01fe86e1ca0bd7f623ff87cd0c1,88.70742591,7007.886647
0xd00df8d81a66654866fe7e8a39ef42ed0622f847,87.67101724,1000.070213
0x65ff7b460dff1dfd95c98a98190b15c54f40fd48,87.55750349,160.0668111
0x5a06d8c37aace8a1cf5739c33a279d7aaf722856,87.30787776,1114.21731
0x8825e10f007720b318938185c32bdf9a6b82524d,85.66575248,1936.193349
0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,84.61830299,6684.845936
0xba8f8e5c8763ac6eb7aa77ac9268e9162a686648,80.32531685,3438.868669
0xb9cb7f95139001470cd480d0eaec83b5d8fd5dc2,80.02886459,6322.280302
0x9223f4702d712f6a0a8b2c8671e1f66be6cbad21,76.08572208,6010.772045
0x1064aa646a7aedbd40816fc0c35e044d0244a764,74.93815763,5920.114453
0xe6c3688337a33a61226c625f3f4ed785edf570bf,74.05360582,5850.23486
0x7dc241bc8687015644b278deb956ad5020dc63c2,73.39738974,217.6677703
0xb9a5edecdacdbd76791ce6bd3affbf4197e4d990,73.16924762,5780.370562
0x00000000ade08af100067334ea00e285a37e00f2,73.13118222,351.8068022
0x6a4e4e982baa4e80054963a21105395f53312257,70.98689921,5607.965038
0xcca11a8edb05d64a654092e9551f9122d70ea80e,69.48635495,5489.422041
0x92e9b91aa2171694d740e7066f787739ca1af9de,66.22833301,5232.038308
0x4aed25296f6d4445888754895f8f3f235f474913,65.16717312,5148.206677
0x970709b2a237f2d6ff2306d9db1b86fc215f7113,64.89271329,5126.52435
